,Truth,ASR_Predict,asr_wer
1193,一般的權責單位可能又不太一樣,一般的全責單位改個不太一樣,0.2857142857142857
1194,所以我想局長當然,所以響品質長辦,0.625
1195,這邊可能也不用我,是這邊的那一邊,0.875
1196,多講就說為什麼,講的示為什麼,0.42857142857142855
1197,很多人會關心大同公司的,很多人會關心打到公司的,0.18181818181818182
1198,這個經營狀況,這今營狀況,0.3333333333333333
1199,因為他除了是家電以外,所要主要是家電影外,0.6
1200,他其實有做電子系統這些,那解釋這電子系統這些,0.45454545454545453
1201,這方面的產品,這方面的產品,0.0
1202,而且他這方面產品其實,了解來這方備產品間,0.6
1203,包了很多台灣,好冷都台灣,0.6666666666666666
1204,我們現在各級政府的這相關案子,我們下各級政府的這相法案,0.2857142857142857
1205,不用講總統府的案子,得中況組的案子來,0.7777777777777778
1206,立法院的這些資料拉,立法院的這些資料了,0.1111111111111111
1207,司法院的資料等等,四法院的資料跟的,0.375
1208,其實到國防部裡面,其實到個防部裡面,0.125
1209,專責情蒐的電展室,專著輕騷的電展示,0.5
1210,的這個全軍公文檔案管理系統,的這個陳真公文檔案管理系導,0.23076923076923078
1211,還有戰區管理系資訊系統,還占具管理師資訊去等,0.5454545454545454
1212,等等這些機密資料,那個這些機密資的,0.375
1213,其實這些都是,十四是都是,0.6666666666666666
1214,這個大同公司他,這個大光室來,0.5714285714285714
1215,承包的承接的這些業務,承報的承接罪業,0.5
1216,所以我想這也是,曾與核下再也助,0.8571428571428571
1217,回應道剛才我剛剛講,回應大剛早八講的,0.6666666666666666
1218,這晴空法第七條為什麼我們把,請問把地起調怎麼辦,0.9230769230769231
1219,這個現在民間企業商業的這個,這個現在明天七業三月的這個,0.38461538461538464
1220,商業間諜列入,呃商業陣給列容,0.6666666666666666
1221,可能會影響國安的原因因為其實現在商業,可能會一響國安的元尤其是社商業,0.4444444444444444
1222,很多他跟我們的政府,的他跟我們的政府,0.2222222222222222
1223,這個國安的相關的,這個公安的相關的,0.125
1224,資訊的這個連結,資訊的這個聯結,0.14285714285714285
1225,乃至於他承包相關的工作,是來最達成發相關本所,0.8181818181818182
1226,都會有必需要更嚴謹,會有必須要半年景,0.5555555555555556
1227,對待的地方所以我這邊想進一步問局長就是說,所的預法就有的隊的進公管局長就座,0.75
1228,目前跟權責機關,目前跟權責計畫,0.2857142857142857
1229,包括經濟部,好告經濟度,0.6
1230,金這個金管會這些的,今這經趕快這些的,0.5555555555555556
1231,橫向的聯繫,很享的聯繫,0.4
1232,有沒有及時性的聯繫,及時性的聯繫,0.3333333333333333
1233,如同我剛剛講的有一些,主動八獎原心,1.0
1234,資訊的掌握,生市的掌握,0.4
1235,恐怕是國安單位會比,恐怕的關單位會避,0.4444444444444444
1236,這個一般的權責單位行政單位還要,這個一般的全責單位請各單位還要,0.2
1237,清楚那所以這個,請楚來在這個,0.5714285714285714
1238,即時性的聯繫怎麼樣,其資深的聯系怎麼量,0.5555555555555556
1239,是我跟委員報告,共報,0.8571428571428571
1240,從到局裡面服務以後,導居民服與後,0.7777777777777778
1241,我每天早上有個會議,們院小段我會音,0.8888888888888888
1242,這會議就把當天,做故意就保動電,0.8571428571428571
1243,或昨天狀況,隔列狀況,0.6
1244,不代表他早上開完會資訊出去就不管了,帶個聊找到開會合蘇人衝去主吧,0.8823529411764706
1245,這當中白天,這東作白院,0.6
1246,可能有些及時,有力起死做高委員同燈,1.6666666666666667
1247,這我們同步的,這傳動的,0.6666666666666666
1248,就會給相關的部會,就會上班的不會,0.5
1249,所以在這方面都,除就班了,1.0
1250,合作無間是必然要有的,合作不就必然又有,0.5
1251,因為現在這些方面的危害,日訊的是方面各個危開,0.8181818181818182
1252,委員也有講到,熊麼為有繳到,0.6666666666666666
1253,不光完全公部門,薄完全歐門,0.5714285714285714
1254,你民間單位,明軍都位,0.8
1255,影響到公部門的話,你找了工門,0.875
1256,就會造成全國,就會走的全果,0.5
1257,單位或者人員啦,為過的人員啊,0.7142857142857143
1258,都會有這個危害,所有助,0.8571428571428571
1259,在近一步請教就是說局長,在最不請加就所職長,0.6363636363636364
1260,在針對我們剛剛講這晴空法,在針對我們大講個情燈買,0.5
1261,第七條現在把,第其表現在把,0.3333333333333333
1262,商業間諜乃至於說民間企業,商業見諜的最說明天企業,0.5
1263,影響到國安的這個部分也是成為,請想的國安的這部分也是成為,0.2857142857142857
1264,我們再情蒐,所們在輕鬆,0.8
1265,工作上面的內容,但做上面的內容,0.2857142857142857
1266,但是其實國安局,那自只是觀安,0.8571428571428571
1267,的能量有限喔我們不可能,那在有線同都可人,0.8181818181818182
1268,對全台灣的這些,水全台灣的這些,0.14285714285714285
1269,所有的企業全部做情蒐嗎,所的企業陳部就輕消晚,0.5454545454545454
1270,所以我想請問一下局長這邊,所後的全問下居早這邊,0.5833333333333334
1271,對於現在這些民間企業,對於市在這些明間企,0.3
1272,做的這個國安層級的這個分類是不是,是的這個國安成級個這分配之,0.5
1273,是用分類的方法,是認分隊的方法,0.2857142857142857
1274,來去做這個影響的評估那,來具作這個影響的評估爛,0.2727272727272727
1275,去做情這個,製作請這個,0.6
1276,情蒐的必要性,請鬆的個必要性,0.5
1277,還是有什麼其他的方式,還是有什麼其他的發式,0.1
1278,這我跟委員報告,這共勞,0.8571428571428571
1279,報告委員就是你才講,委因為正裡代講,0.7777777777777778
1280,這種商業種東西有,送相業等東西的,0.625
1281,些是屬於公司之間,謝實水更時之間,0.75
1282,我們現在比較重視就說,的本們秀代別正式就所,0.9
1283,中共對我們的商業的竊密,生動對我們的相業的確密,0.36363636363636365
1284,特別是現在對,這比是設對,0.6666666666666666
1285,高科技的竊密中共是比較,高科技的清密切這共是比較,0.2727272727272727
1286,比較比較嚴重,是著比較嚴重,0.3333333333333333
1287,那這部分我們有統合各國安單位,那這不分我們有騰個樂管單位,0.42857142857142855
1288,在這方面我們把它列為我們的情蒐重點,是這方面麻對為我們們的親車重點,0.5294117647058824
1289,這部份我們都會出去逐漸的來,不我們都主器之接的來,0.6153846153846154
1290,就是類似剛剛我們,就歲類子達我們,0.5
1291,前面稍微有聊到我想這應該不是,前面掃有聊到羅兩在兩,0.6428571428571429
1292,機密啦就是以跳板,其敏了就是一跳板,0.5
1293,或是說以他們,工手以他們,0.5
1294,會應用的設施,天用的這設施,0.5
1295,或是應用的這一些,這行用的真一修,0.625
1296,這個可能的元件,這個可能的原件,0.14285714285714285
1297,怎麼樣來侵入我們,怎麼要的金我們,0.5
1298,他們侵入我們的,他們進入我們的,0.14285714285714285
1299,不管是政府層級還是民間層級,完的政府深建的面間成解者,0.8461538461538461
1300,我們就是一定來去對他們這個,們就是一也定來去對他們這個,0.15384615384615385
1301,看他們是竊取我們民間的資訊,和他們是竊止我們民間的執訊,0.23076923076923078
1302,還是政府的資訊嗎對不對,還是政府的資訊把社類,0.36363636363636365
1303,但是我剛才問的這一塊,但是我剛載問的這一款,0.2
1304,就是說如果他是直接,從如果他是直接,0.3333333333333333
1305,進入到民間企業裡面可能,進入大明天接裡面可能,0.45454545454545453
1306,影響的某些民間企業,影響的某些每間企業,0.1111111111111111
1307,如同我們所得知的一些消息,租龍我們所的這一些小息,0.5
1308,國安層級有得到一些情蒐,成己有的到一些青銷有,0.7272727272727273
1309,也得到一些情資的話,得到家請資的話,0.4444444444444444
1310,所以我想應該,這舊務者軍感,1.0
1311,還是我們要做民間企業,還是我們要做民間企業,0.0
1312,影響國安層級一個分類,影想國安成級的一個分類,0.3
1313,也就是說哪一些企業我們,就松哪預就之業,0.7272727272727273
1314,必須要對他們做更,謝需要對他們做更,0.25
1315,這個嚴謹的這一個,這個嚴謹的這個,0.125
1316,這一個這個觀察,這個這個觀察,0.14285714285714285
1317,因為可能因為他包了更多台灣,因為可能有到包了更多台灣,0.23076923076923078
1318,各層級政府部門的這些業務,的成績政府部門不再些業務,0.4166666666666667
1319,可能是因為她涉及的這些業務,北是要的設及個這些因務,0.6153846153846154
1320,跟我們的國安都有關係,送的國的關係,0.6
1321,所以我想對於這些,所有兩對於這些,0.375
1322,民間企業的一個分級,民間企業的的分級,0.2222222222222222
1323,那以及我們應該做什麼樣情蒐,以及我們改做那緊鬆,0.6153846153846154
1324,應該是要來做一個分類,新改最要來做個分類,0.4
1325,問的就說預算跟編組,順個就所預算分編組,0.4444444444444444
1326,上面我們現在有辦法因應,上沒我們在辦法因應,0.2727272727272727
1327,這個第七條所新增的這個負荷嗎,這個地記表走新增的這個份的嗎,0.42857142857142855
1328,我跟委員報告,的各到,1.0
1329,我們在逐步的強化,呃我的逐步的橋寶,0.625
1330,這些預算也是針對我們所需要的,所成預算有的針對我所需要,0.42857142857142855
1331,來逐支編列,來主是對月,0.8
1332,哪怕局長一年他做不完我們接著,打到者一年了做管我具的,0.7142857142857143
1333,所以有一些案件的投資阿,所有的案者做投資,0.5454545454545454
1334,他算一筆大宗,他專有比大中,0.6666666666666666
1335,但我也會逐年來做檢討,等有足你了做權討,0.8
1336,委員剛剛關切的幾個問題我們都一直在做業,這名工工具取共平我們的於子死效注意,0.9473684210526315
1337,像剛才講分類的問題,上告了漲分類問題,0.5555555555555556
1338,目前我就把它放在哪,目學管寶放的,0.7777777777777778
1339,精密工業這方面我們目前,生玉玲把等也是保面網目旋,1.0
1340,一定要掌握的,有小夥,1.0
1341,我想下個會期,所想下會請,0.5
1342,我們再審預算,所我們在審預算,0.3333333333333333
1343,的時候還是會希望都可以,所時希望這些,0.7272727272727273
1344,看到這一塊我們有足夠的能量,看到這快我們有主夠能量,0.3076923076923077
1345,來做這件事啦,來做這些事啦,0.16666666666666666
1346,因為這個大概是全世界現在有一個趨勢,所要這個大單是全世謝現在人一個趨勢,0.29411764705882354
1347,這個只是針對對於這個國家,這個只是針對對於這國家,0.08333333333333333
1348,政府機關的這一個部分的情蒐,政府機關的這一個部分的青鬆已,0.23076923076923078
1349,以及這一個作戰,及這個就載,0.5714285714285714
